Sentence,Target Index,Lemma,Category,Inflection Label,Word Form,Dimension,Source Type
= = = = Battle of Jutland = = = =,4,battle,Noun,positive,battle,,NaturalWikiText
""" Thanks to the failure",1,thank,Noun,base,thanks,,NaturalWikiText
On February 12 they crossed the Rio Grande,4,cross,Noun,past,crossed,,NaturalWikiText
"Defeated , Blake relented",2,blake,Verb,positive,blake,,NaturalWikiText
I treated yesterday.,1,treat,Verb,past,treated,Tense/Aspect,Template
""" Le Chiffre 's Torture of the Mind """,7,mind,Noun,singular,mind,,NaturalWikiText
= = Transportation of waste = =,4,waste,Noun,base,waste,,NaturalWikiText
Forestry plantations of pine ( Pinus spp,3,pine,Noun,singular,pine,,NaturalWikiText
The Watch Below ( 1966 ),1,watch,Noun,base,watch,,NaturalWikiText
Fischer was a charter inductee into the U,3,charter,Noun,base,charter,,NaturalWikiText
", Jamaica @-@ bound from 7 : 30 a",3,bind,Verb,past,bound,,NaturalWikiText
"On October 20 , 1861 , Stone was ordered by Maj",6,stone,Noun,singular,stone,,NaturalWikiText
= = = O Holy Night = = =,4,holy,Noun,positive,holy,,NaturalWikiText
The cookery author Clifford A,2,author,Noun,base,author,,NaturalWikiText
"The crowds , the noise , the confusion",4,noise,Noun,base,noise,,NaturalWikiText
Rick Piltz from the U,0,rick,Noun,base,rick,,NaturalWikiText
Everybody knows about them,1,know,Verb,plural,knows,,NaturalWikiText
= = = 1990 : Champions again = = =,5,champion,Noun,base,champions,,NaturalWikiText
= = = = Basic constituent order = = = =,4,basic,Noun,positive,basic,,NaturalWikiText
The result is 4 @,1,result,Verb,singular,result,,NaturalWikiText
""" Hold On "" – 6 : 20",1,hold,Verb,base,hold,,NaturalWikiText
"Gross weight : 5 @,@ 900 lb ( 2 @,@ 676 kg )",0,gross,Noun,singular,gross,,NaturalWikiText
= Homer the Whopper =,1,homer,Noun,singular,homer,,NaturalWikiText
= Blue Velvet ( film ) =,1,blue,Noun,base,blue,,NaturalWikiText
for the tenth consecutive month,2,tenth,Noun,positive,tenth,,NaturalWikiText
"He "" admit [ ted ]",4,ted,Noun,base,ted,,NaturalWikiText
The chicks utter loud chattering or ticking noises,3,loud,Adjective,singular,loud,,NaturalWikiText
Klaus Voormann – bass,3,bass,Noun,base,bass,,NaturalWikiText
= = = Chronicle of a Death Foretold = = =,3,chronicle,Noun,base,chronicle,,NaturalWikiText
"152nd Anti @-@ Aircraft Operations Room , RA",1,anti,Noun,positive,anti,,NaturalWikiText
"Chemical Chords ( 2008 ) , Duophonic / 4AD",0,chemical,Noun,positive,chemical,,NaturalWikiText
Rorquals also tend to be longer than the latter,5,long,Noun,positive,longer,,NaturalWikiText
@ 2 million copies,3,copy,Noun,plural,copies,,NaturalWikiText
= = = Return to England : 1886 – 98 = = =,3,return,Verb,base,return,,NaturalWikiText
) to proportion the structure into ( Vitruvian ) modules,4,structure,Noun,base,structure,,NaturalWikiText
"Julian Rhind @-@ Tutt - "" Mac "" Macartney",6,mac,Noun,singular,mac,,NaturalWikiText
""" Conflict analysis of fantasy aggression """,4,fantasy,Noun,base,fantasy,,NaturalWikiText
""" The introduction of Bolasie was a breath of fresh air",9,fresh,Noun,positive,fresh,,NaturalWikiText
"The "" decimal hour "" corresponded to 2 hr 24 min , the "" decimal minute "" to 1 @",15,minute,Noun,base,minute,,NaturalWikiText
= = = Boy Scouts of America = = =,4,scout,Noun,plural,scouts,,NaturalWikiText
= = = Cultural barriers to use = = =,6,use,Noun,base,use,,NaturalWikiText
Nobody 's Daughter ( 2010 ),0,nobody,Noun,singular,nobody,,NaturalWikiText
= = = Defensive outlook of Paraguay = = =,3,defensive,Noun,singular,defensive,,NaturalWikiText
= = = North Korean ban = = =,5,ban,Verb,singular,ban,,NaturalWikiText
"Invincible # 50 ( Image , 2008 )",4,image,Noun,singular,image,,NaturalWikiText
I 've always been a serial monogamist,5,serial,Noun,positive,serial,,NaturalWikiText
""" A Rugrats Chanukah "" was originally broadcast on December 4 , 1996 on Nickelodeon",7,broadcast,Noun,base,broadcast,,NaturalWikiText
"† Eusauropoda ( "" true sauropods "" )",4,TRUE,Noun,positive,true,,NaturalWikiText
""" You 're Mine ( Eternal ) "" – 3 : 44",3,mine,Noun,base,mine,,NaturalWikiText
The film is presumed lost,4,lose,Verb,past,lost,,NaturalWikiText
Oxford 's coaches were R,2,coach,Noun,base,coaches,,NaturalWikiText
The DualShock 4 is the PlayStation 4 's primary controller,8,primary,Noun,singular,primary,,NaturalWikiText
We love you all,1,love,Verb,singular,love,,NaturalWikiText
"The Oldman Formation dates to the Campanian , about 77 @",3,date,Noun,plural,dates,,NaturalWikiText
Director Claude Chabrol identified The Testament of Dr,3,identify,Verb,past,identified,,NaturalWikiText
= = = Everglades Agricultural Area = = =,4,agricultural,Noun,singular,agricultural,,NaturalWikiText
"Throughout the Sermon , Swift constantly relies on the Parable of the Sower",4,swift,Adjective,singular,swift,,NaturalWikiText
@ 0 km ) straight by 1921,4,straight,Noun,positive,straight,,NaturalWikiText
"Lazarus Whitehead Powell ( October 6 , 1812 – July 3 , 1867 ) was the 19th Governor of Kentucky , serving from 1851 to 1855",21,serve,Noun,base,serving,,NaturalWikiText
They were only important to her,5,her,Noun,singular,her,,NaturalWikiText
The tail is 48 – 60 mm ( 1 @,1,tail,Noun,singular,tail,,NaturalWikiText
= = = Industrial @-@ grade diamonds = = =,5,grade,Noun,base,grade,,NaturalWikiText
""" Tape Hiss Orchid "" – 1 : 12",1,tape,Noun,base,tape,,NaturalWikiText
= = = Abiotic stress resistance = = =,4,stress,Noun,base,stress,,NaturalWikiText
""" endangered species ruling "" ( PDF )",3,rule,Noun,base,ruling,,NaturalWikiText
Civilian A @-@ 10,0,civilian,Noun,positive,civilian,,NaturalWikiText
= = = Batman v Superman : Dawn of Justice ( 2016 ) = = =,3,batman,Noun,singular,batman,,NaturalWikiText
= = = Predominantly maritime routes = = =,5,route,Noun,base,routes,,NaturalWikiText
"Tamer Bayoumi , a bronze medalist from the 2004 Olympics , was the most successful of the quartet",4,bronze,Noun,singular,bronze,,NaturalWikiText
Northern South American cougar ( P,0,northern,Noun,singular,northern,,NaturalWikiText
= Losing My Religion =,1,lose,Verb,base,losing,,NaturalWikiText
I composed yesterday.,1,compose,Verb,past,composed,Tense/Aspect,Template
"James 's Square , London",2,square,Noun,positive,square,,NaturalWikiText
Multiple pin variations,0,multiple,Noun,singular,multiple,,NaturalWikiText
Wyatt was the boss killer of the region,3,boss,Noun,positive,boss,,NaturalWikiText
Or listen to the radio,1,listen,Verb,singular,listen,,NaturalWikiText
= = = Burning of Norfolk = = =,3,burning,Noun,positive,burning,,NaturalWikiText
Excavation commenced on 27 April 1943,1,commence,Verb,past,commenced,,NaturalWikiText
The film 's setting then shifts to 2030,3,set,Verb,base,setting,,NaturalWikiText
The pelagic stingray typically grows to 1 @,4,grow,Verb,base,grows,,NaturalWikiText
= = Impact on biblical scholarship = =,5,scholarship,Verb,base,scholarship,,NaturalWikiText
Machine II Machine ( 1995 ),0,machine,Noun,base,machine,,NaturalWikiText
= = = Labor market failures = = =,4,market,Noun,singular,market,,NaturalWikiText
"Awake , awake , put on thy strength , O Zion",4,put,Verb,singular,put,,NaturalWikiText
= = = Beast ( 2010 – 2012 ) = = =,3,beast,Noun,singular,beast,,NaturalWikiText
= Birkebeineren Ski Stadium =,2,ski,Noun,base,ski,,NaturalWikiText
= = = Cheyenne ways of life = = =,4,way,Noun,plural,ways,,NaturalWikiText
"KNTV ( NBC Universal , Inc",3,universal,Noun,singular,universal,,NaturalWikiText
""" Principles of Camouflage """,1,principle,Noun,plural,principles,,NaturalWikiText
Vänskä himself attended the world premiere,5,premiere,Noun,singular,premiere,,NaturalWikiText
Average midday temperature of 24 @,0,average,Noun,base,average,,NaturalWikiText
The Routledge Companion to the Crusades,2,companion,Noun,base,companion,,NaturalWikiText
"Paranoid about alien invasion , Mansley alerts the U",2,alien,Noun,positive,alien,,NaturalWikiText
= = = Flat Earth wager = = =,3,flat,Verb,base,flat,,NaturalWikiText
Annual precipitation averages 6 @,0,annual,Noun,positive,annual,,NaturalWikiText
Kareen Wynter reports,2,report,Verb,base,reports,,NaturalWikiText
The new remix replaces T,2,remix,Noun,singular,remix,,NaturalWikiText
Otto von Schirach – sound design ( 7 ),4,sound,Noun,positive,sound,,NaturalWikiText
Phelps 's butterfly leg of 50 @,3,leg,Noun,singular,leg,,NaturalWikiText
= Jamila dan Sang Presiden =,3,sing,Verb,past,sang,,NaturalWikiText
= = = Marshalls Creek Bypass = = =,5,bypass,Verb,base,bypass,,NaturalWikiText
Arson was another form of slave resistance,5,slave,Noun,singular,slave,,NaturalWikiText
= = = A coming judgement = = =,4,coming,Noun,positive,coming,,NaturalWikiText
Various factors exacerbated the crisis,1,factor,Noun,base,factors,,NaturalWikiText
"5 × 3 , since both expressions equal 15",7,equal,Verb,base,equal,,NaturalWikiText
""" ( Exodus 13 : 11 @-@ 16 ) ; "" Hear , O Israel",11,hear,Verb,base,hear,,NaturalWikiText
The absolute maximum of 34 @,1,absolute,Noun,positive,absolute,,NaturalWikiText
@ 62 mi ) of pedestrian streets,6,street,Noun,base,streets,,NaturalWikiText
@ 6 @-@ kW charger on 2012 models,7,model,Noun,base,models,,NaturalWikiText
The milk canines erupt after one month,5,one,Noun,positive,one,,NaturalWikiText
"The mail fraud statute , 18 U",1,mail,Noun,singular,mail,,NaturalWikiText
@ 5 million visitors annually,3,visitor,Noun,plural,visitors,,NaturalWikiText
"Hunter , the President of the Quorum of the Twelve Apostles",9,twelve,Noun,singular,twelve,,NaturalWikiText
"According to a Nordstrom spokesperson , the debut of L",7,debut,Noun,base,debut,,NaturalWikiText
He rose to the rank of staff sergeant,1,rise,Verb,past,rose,,NaturalWikiText
said I was a prophet,0,say,Verb,past,said,,NaturalWikiText
= Livin ' the Dream =,4,dream,Noun,base,dream,,NaturalWikiText
camp of pneumonia,0,camp,Adjective,positive,camp,,NaturalWikiText
"The paper was submitted on June 6 , 2011",3,submit,Verb,past,submitted,,NaturalWikiText
= = Formation of planets = =,4,planet,Noun,plural,planets,,NaturalWikiText
They hired William T,1,hire,Noun,past,hired,,NaturalWikiText
of a pretext for attacking Syria,4,attack,Noun,base,attacking,,NaturalWikiText
The logistics of the enterprise were difficult to organise,4,enterprise,Noun,base,enterprise,,NaturalWikiText
= = = Establishing a reputation = = =,3,establishing,Noun,singular,establishing,,NaturalWikiText
Louis 's connection to eastern markets,5,market,Noun,base,markets,,NaturalWikiText
""" Caian 's settlement """,3,settlement,Noun,singular,settlement,,NaturalWikiText
The capybara is also the preferred prey of the anaconda,5,preferred,Noun,positive,preferred,,NaturalWikiText
attempt to dominate the Third World,0,attempt,Verb,base,attempt,,NaturalWikiText
"= = = = Reporters ' panel , 1993 = = = =",6,panel,Noun,singular,panel,,NaturalWikiText
Tupaia miocenica is a fossil treeshrew from the Miocene of Thailand,4,fossil,Noun,singular,fossil,,NaturalWikiText
Chapter 3 Birth of a Mountain Climber,0,chapter,Noun,base,chapter,,NaturalWikiText
"; Mackintosh , Barry ( 1989 )",3,barry,Noun,singular,barry,,NaturalWikiText
= = Cabanatuan memorial images = =,4,image,Noun,plural,images,,NaturalWikiText
"Agricultural products totaling $ 118 @,@ 832 @,@ 000 , or 82 @",0,agricultural,Noun,singular,agricultural,,NaturalWikiText
"= = = American tours , 1950 – 1953 = = =",4,tour,Noun,plural,tours,,NaturalWikiText
2006 Filmfare Awards,2,award,Noun,base,awards,,NaturalWikiText
New York Yankees = = =,2,yankee,Noun,plural,yankees,,NaturalWikiText
= = = Historical production design = = =,3,historical,Noun,positive,historical,,NaturalWikiText
Marshals find them,1,find,Noun,singular,find,,NaturalWikiText
The desert nomads were also traders,1,desert,Noun,positive,desert,,NaturalWikiText
"@ 4 % ) , French ( 1 @",5,french,Verb,base,french,,NaturalWikiText
"Shilts , Randy ( 1993 )",2,randy,Noun,positive,randy,,NaturalWikiText
Literary critic A,1,critic,Noun,singular,critic,,NaturalWikiText
Data from Jane 's All The World 's Aircraft 1988 – 89,2,jane,Noun,singular,jane,,NaturalWikiText
"Progression : The Art of the Trio , Vol",6,trio,Noun,singular,trio,,NaturalWikiText
The airframe was sold to Blackburn on 17 October 1949,3,sell,Verb,past,sold,,NaturalWikiText
They wanted to alert the audience to the realities of racism :,5,audience,Noun,singular,audience,,NaturalWikiText
= = = Wave – particle duality = = =,3,wave,Verb,singular,wave,,NaturalWikiText
They walk on,1,walk,Verb,singular,walk,,NaturalWikiText
Primarily funded by a US $ 1 @,1,fund,Noun,past,funded,,NaturalWikiText
Facing the NK 12th Division was the ROK Capital Division,0,facing,Noun,positive,facing,,NaturalWikiText
"Zarra Trophy : 2005 – 06 , 2006 – 07 , 2008 – 09 , 2009 – 10",1,trophy,Noun,singular,trophy,,NaturalWikiText
@ 89 to a high of 5 @,4,high,Noun,positive,high,,NaturalWikiText
", n − 1 } to the set A ; the n @-@ tuple ( a0 , a1 , a2 ,",7,set,Verb,singular,set,,NaturalWikiText
Credits for Loud adapted from Allmusic,2,loud,Adjective,singular,loud,,NaturalWikiText
= Turban Head eagle =,3,eagle,Noun,singular,eagle,,NaturalWikiText
Greenspace accounts for 63 @,1,account,Noun,plural,accounts,,NaturalWikiText
The magazines were protected by 165 millimeters ( 6 @,1,magazine,Noun,plural,magazines,,NaturalWikiText
Chamakh 's younger brother Yassin owns a café,2,young,Adjective,positive,younger,,NaturalWikiText
@ 9 yards ( 37 @,2,yard,Noun,plural,yards,,NaturalWikiText
9 's usual gothic horror influences,5,influence,Noun,base,influences,,NaturalWikiText
Public executions were normally attended by large crowds,6,large,Adjective,singular,large,,NaturalWikiText
The film 's novelization was written by Matthew Stover,5,write,Verb,past,written,,NaturalWikiText
= = = Strindberg 's roles for Bosse = = =,5,role,Noun,plural,roles,,NaturalWikiText
"Averell Harriman , the ambassador to the U",4,ambassador,Noun,singular,ambassador,,NaturalWikiText
= Operation Royal Flush =,2,royal,Noun,positive,royal,,NaturalWikiText
The threshold quantity for these gases is 1000 litres combined water capacity of the cylinders,9,combined,Noun,positive,combined,,NaturalWikiText
"After lunch , Ellen takes a nap",4,take,Verb,base,takes,,NaturalWikiText
@ 4 km2 ) of port facilities,5,port,Noun,base,port,,NaturalWikiText
Cries of the Past ( 2000 ),3,past,Noun,positive,past,,NaturalWikiText
Seneca Nation of Indians v,1,nation,Noun,singular,nation,,NaturalWikiText
"@ 6 % declared themselves to be Christian , 7 @",3,declare,Verb,past,declared,,NaturalWikiText
= Cuisine of the Thirteen Colonies =,5,colony,Noun,plural,colonies,,NaturalWikiText
@ 6 mi ) from the DEF factory,7,factory,Noun,positive,factory,,NaturalWikiText
Many deserted to join Mihailović,3,join,Noun,singular,join,,NaturalWikiText
I want them to be overwhelmed by the imagery they 've seen,11,see,Verb,past,seen,,NaturalWikiText
Boone is deeply hurt by the deception,3,hurt,Verb,past,hurt,,NaturalWikiText
Oswiu then ruled all Mercia himself,2,rule,Noun,past,ruled,,NaturalWikiText
= = Legacy of the conquest = =,2,legacy,Noun,singular,legacy,,NaturalWikiText
He 's like everybody else,2,like,Verb,singular,like,,NaturalWikiText
"However , he hit only",3,hit,Verb,base,hit,,NaturalWikiText
"After the fall of France , the U",2,fall,Noun,base,fall,,NaturalWikiText
What a gift,2,gift,Verb,singular,gift,,NaturalWikiText
""" Bim Bam Boom """,3,boom,Verb,base,boom,,NaturalWikiText
Rainfall also spread into Bangladesh,2,spread,Verb,singular,spread,,NaturalWikiText
The Defence of Greece 490 – 479 BC,1,defence,Noun,base,defence,,NaturalWikiText
The flowers of T,1,flower,Noun,base,flowers,,NaturalWikiText
The division was disputed,3,dispute,Noun,past,disputed,,NaturalWikiText
Nicky Hopkins – electric piano,3,electric,Noun,positive,electric,,NaturalWikiText
Super æ ( 1998 ),0,super,Noun,singular,super,,NaturalWikiText
= = = IOC rules for citizenship = = =,4,rule,Noun,base,rules,,NaturalWikiText
Public Enemy were awesome,1,enemy,Verb,base,enemy,,NaturalWikiText
Tomb Raider was critically acclaimed,0,tomb,Noun,base,tomb,,NaturalWikiText
"The English Counties Illustrated ( Odhams : 1948 , ed",3,illustrated,Noun,singular,illustrated,,NaturalWikiText
"Iguanodon were large , bulky herbivores",2,large,Adjective,singular,large,,NaturalWikiText
"A civilian , Donald F",1,civilian,Noun,positive,civilian,,NaturalWikiText
Levels above 100 μg / 24h ( 1 @,0,level,Noun,base,levels,,NaturalWikiText
p divides the difference a · b − 1,3,difference,Noun,singular,difference,,NaturalWikiText
Atomic Energy Commission,0,atomic,Noun,positive,atomic,,NaturalWikiText
= = = = Berkeley Systems Inc,5,system,Noun,plural,systems,,NaturalWikiText
"Patrice answered "" I promise",4,promise,Noun,singular,promise,,NaturalWikiText
The whitish to pale brownish stipe is 2 – 5 cm ( 0 @,3,pale,Verb,base,pale,,NaturalWikiText
"@ 2 @-@ kilogram ( 14 lb ) , 89 @-@ millimetre @-@ diameter ( 3 @",13,diameter,Noun,singular,diameter,,NaturalWikiText
"@ 9665687 , from the current value of 196 @",6,value,Noun,base,value,,NaturalWikiText
"= Bereitet die Wege , bereitet die Bahn , BWV 132 =",2,die,Verb,singular,die,,NaturalWikiText
@ 62 mi ) to the east of the Potala Palace,10,palace,Noun,singular,palace,,NaturalWikiText
= Lost Horizons ( Lemon Jelly album ) =,1,lose,Verb,past,lost,,NaturalWikiText
The Ancestor 's Tale,3,tale,Noun,base,tale,,NaturalWikiText
Irish Hazel was bought on 17 June 1941,3,buy,Verb,past,bought,,NaturalWikiText
= Plus / Minus ; PIM =,1,plus,Noun,base,plus,,NaturalWikiText
""" Come On "" – 2 : 58",1,come,Verb,past,come,,NaturalWikiText
I erected yesterday.,1,erect,Verb,past,erected,Tense/Aspect,Template
@ 8 ft ) from the interior buttresses,6,interior,Noun,positive,interior,,NaturalWikiText
"Perhaps they were rather too easily satisfied """,0,perhaps,Noun,singular,perhaps,,NaturalWikiText
Colonel Edward D,0,colonel,Noun,singular,colonel,,NaturalWikiText
"Sauber 's Mika Salo was fifth quickest , ahead of Fisichella",5,fifth,Noun,positive,fifth,,NaturalWikiText
"Louis , Missouri , was under investigation by the Postmaster for mail fraud",11,mail,Noun,base,mail,,NaturalWikiText
The ceasefire came into effect on 3 January 1992,2,come,Verb,past,came,,NaturalWikiText
"Here , the valkyrie Sigrún 's unnamed maid is passing the deceased hero Helgi Hundingsbane 's burial mound",9,passe,Verb,base,passing,,NaturalWikiText
Zhou Tong was something,3,something,Verb,singular,something,,NaturalWikiText
= = 2000 presidential campaign = =,4,campaign,Noun,singular,campaign,,NaturalWikiText
"@ 8 per cent agriculture , 0 @",4,agriculture,Noun,singular,agriculture,,NaturalWikiText
@ 7 mm tall,3,tall,Noun,positive,tall,,NaturalWikiText
"Leo Tim Kwong , 31",0,leo,Noun,singular,leo,,NaturalWikiText
Read by William Hughes,0,read,Verb,base,read,,NaturalWikiText
The Springfield Minimum Security Prison is a parody of Allenwood Minimum Security Prison,7,parody,Noun,singular,parody,,NaturalWikiText
""" Midnight Rider "" ( Gregg Allman , Robert Payne ) - 3 : 08",2,rider,Noun,singular,rider,,NaturalWikiText
= Sinking of the RMS Titanic =,1,sinking,Noun,singular,sinking,,NaturalWikiText
@ 62 mi ) to the west of the airfield,9,airfield,Noun,singular,airfield,,NaturalWikiText
David Hill – choral director,1,hill,Noun,singular,hill,,NaturalWikiText
Hide until everybody forgets about you,0,hide,Verb,base,hide,,NaturalWikiText
Here alone all is free,4,free,Noun,singular,free,,NaturalWikiText
The answer is absolutely yes,1,answer,Noun,singular,answer,,NaturalWikiText
They were also obliged to maintain the banks of the Welland,7,bank,Noun,base,banks,,NaturalWikiText
"Sauber 's Mika Salo was fifth quickest , ahead of Fisichella",5,fifth,Noun,base,fifth,,NaturalWikiText
= = = The Art of Balance ( 2001 – 2003 ) = = =,6,balance,Noun,base,balance,,NaturalWikiText
= = Revival of the Karabakh issue = =,6,issue,Noun,base,issue,,NaturalWikiText
Sonnet 18 is a typical English or Shakespearean sonnet,4,typical,Noun,positive,typical,,NaturalWikiText
"Jack accordingly resolves to himself to be rechristened "" Ernest """,0,jack,Noun,base,jack,,NaturalWikiText
Up to 3 feet ( 0 @,0,up,Noun,base,up,,NaturalWikiText
NCBI Protein Structure database,2,structure,Noun,base,structure,,NaturalWikiText
The Corn Exchange,2,exchange,Noun,singular,exchange,,NaturalWikiText
"net to be "" dormant """,0,net,Noun,positive,net,,NaturalWikiText
Latos pitched to a 0 @,1,pitch,Noun,past,pitched,,NaturalWikiText
@ 8 km / h ) winds vs,6,wind,Verb,plural,winds,,NaturalWikiText
Evan Gutierrez of Allmusic gave the album a 4 @,4,give,Verb,past,gave,,NaturalWikiText
The spores of L,1,spore,Noun,plural,spores,,NaturalWikiText
= Big Brother 11 ( U,1,big,Noun,singular,big,,NaturalWikiText
@ 1767 % plus 0 @,3,plus,Noun,singular,plus,,NaturalWikiText
Bubba Ray Dudley,1,ray,Noun,base,ray,,NaturalWikiText
Under threat from the U,1,threat,Noun,base,threat,,NaturalWikiText
Vol 1 : The Beginning,4,begin,Verb,base,beginning,,NaturalWikiText
] thereby setting the preconditions for the attainment of enlightened consciousness,2,setting,Noun,singular,setting,,NaturalWikiText
Raoul Wallenberg Educational Center,2,educational,Noun,singular,educational,,NaturalWikiText
Butler et al,0,butler,Noun,base,butler,,NaturalWikiText
Mitchell 's pocket,2,pocket,Noun,base,pocket,,NaturalWikiText
Head executive Darryl F,1,executive,Noun,singular,executive,,NaturalWikiText
Football League 100 Legends : 1966,1,league,Noun,singular,league,,NaturalWikiText
A thrust output of 80 to 86 @,2,output,Noun,past,output,,NaturalWikiText
"= = = Turmoil , split of MNR ( 1997 – 2002 ) = = =",5,split,Verb,positive,split,,NaturalWikiText
They can also buy souvenir prison shirts,3,buy,Verb,base,buy,,NaturalWikiText
"Neve Sha 'anan Athletic Stadium seats 1 @,@ 000",5,seat,Noun,plural,seats,,NaturalWikiText
"The petition attracted 60 @,@ 000 signatures",1,petition,Noun,singular,petition,,NaturalWikiText
= Moto Racer Advance =,3,advance,Verb,singular,advance,,NaturalWikiText
""" Hikari "" ( 光 , lit",6,lit,Noun,singular,lit,,NaturalWikiText
Mathematician Bruce C,1,bruce,Noun,singular,bruce,,NaturalWikiText
I submerged yesterday.,1,submerge,Verb,past,submerged,Tense/Aspect,Template
3 August 1970,1,august,Verb,base,august,,NaturalWikiText
"Roy Bittan – piano , synthesizer , accordion",0,roy,Noun,singular,roy,,NaturalWikiText
"However , those efforts were unsuccessful",3,effort,Noun,base,efforts,,NaturalWikiText
Propellers : 3 @-@ bladed adjustable pitch,6,pitch,Noun,base,pitch,,NaturalWikiText
"Orb 's "" Towers of Dub """,3,tower,Noun,base,towers,,NaturalWikiText
Twin of Joan,0,twin,Noun,singular,twin,,NaturalWikiText
Allah jang Palsoe also contains themes unrelated to money,5,theme,Noun,base,themes,,NaturalWikiText
""" The bootlegging rate was approximately 95 @",3,rate,Noun,singular,rate,,NaturalWikiText
= = Classification leadership table = =,4,table,Noun,base,table,,NaturalWikiText
@ 4 % from the previous weekend,6,weekend,Noun,base,weekend,,NaturalWikiText
@ 80 km ) north of Kendall Drive,7,drive,Noun,singular,drive,,NaturalWikiText
About 80 % of the town was destroyed,7,destroy,Verb,past,destroyed,,NaturalWikiText
= = = Self @-@ imposed restrictions = = =,5,impose,Verb,past,imposed,,NaturalWikiText
The blue color of L,1,blue,Noun,base,blue,,NaturalWikiText
The egg was about 43 by 31 @,1,egg,Noun,singular,egg,,NaturalWikiText
= = = = Matches against Janowski = = = =,4,match,Noun,plural,matches,,NaturalWikiText
""" Girl on a Swing "" , Gerry & the Pacemakers ( 22 October 1966 , # 28 )",4,swing,Verb,base,swing,,NaturalWikiText
"You 're doing A , D , F , G , B , D , C",2,doing,Noun,singular,doing,,NaturalWikiText
= = = = NATO bombing of Yugoslavia = = = =,5,bomb,Noun,base,bombing,,NaturalWikiText
"Șerban Cazan – songwriting , producing",5,produce,Verb,base,producing,,NaturalWikiText
It is lengthy than before.,2,lengthy,Adjective,comparative,lengthy,Degree,Template
The Prostitution papers : A Candid Dialogue,6,dialogue,Noun,singular,dialogue,,NaturalWikiText
Lionel 's distrust of Lex partially arises because he believes Lex is a coward,9,believe,Verb,base,believes,,NaturalWikiText
Chi eventually finds herself kidnapped by Yoshiyuki Kojima,2,find,Noun,plural,finds,,NaturalWikiText
= = = Voyager program ( 1979 ) = = =,4,program,Noun,base,program,,NaturalWikiText
"Sustain can mean “ maintain "" , "" support "" , or "" endure ”",2,mean,Verb,base,mean,,NaturalWikiText
= = = Positive distinctiveness strategies = = =,3,positive,Noun,singular,positive,,NaturalWikiText
Krabs ' business rival,3,rival,Noun,positive,rival,,NaturalWikiText
aleuticum was the maternal parent of A,4,parent,Noun,base,parent,,NaturalWikiText
Flight of ideas is typical of mania,4,typical,Noun,singular,typical,,NaturalWikiText
= = = Defining sources of oil = = =,4,source,Noun,plural,sources,,NaturalWikiText
To reduce child mortality,1,reduce,Verb,base,reduce,,NaturalWikiText
Spinal polio is rarely fatal,4,fatal,Noun,positive,fatal,,NaturalWikiText
Returning to the U,0,returning,Noun,singular,returning,,NaturalWikiText
= = After switching sides = =,4,side,Noun,plural,sides,,NaturalWikiText
@ 8 % of the delegates,5,delegate,Noun,plural,delegates,,NaturalWikiText
@ 90 to head the West Indian bowling averages,7,bowl,Noun,base,bowling,,NaturalWikiText
I sleep clearly every night,1,sleep,Verb,singular,sleep,,NaturalWikiText
A feeling of exaltation,1,feel,Verb,base,feeling,,NaturalWikiText
stypticus into geographically isolated areas,3,isolate,Verb,past,isolated,,NaturalWikiText
= = = 1930 – 1931 : Travel to the U,7,travel,Verb,singular,travel,,NaturalWikiText
On a Wire ( 2002 ),2,wire,Noun,singular,wire,,NaturalWikiText
= = Background and development = =,3,and,Noun,singular,and,,NaturalWikiText
Electoral College officially selects the President,1,college,Noun,singular,college,,NaturalWikiText
# 2 Romantic Comedy Film,2,romantic,Noun,positive,romantic,,NaturalWikiText
"Leo Jew Foo , 35",0,leo,Noun,singular,leo,,NaturalWikiText
Neither letter was answered,1,letter,Noun,base,letter,,NaturalWikiText
A Japanese transport was sunk,4,sink,Verb,past,sunk,,NaturalWikiText
Perhaps only a few were,0,perhaps,Noun,singular,perhaps,,NaturalWikiText
""" The Road to the Horizon """,2,road,Noun,positive,road,,NaturalWikiText
Charts were printed on silver bromide paper,0,chart,Verb,base,charts,,NaturalWikiText
Infants ' perception of speech is distinct,4,speech,Verb,singular,speech,,NaturalWikiText
= Sinking of the RMS Titanic =,1,sink,Verb,base,sinking,,NaturalWikiText
The conning tower was protected by 9 @,2,tower,Noun,singular,tower,,NaturalWikiText
= = = The Path to Liberation = = =,4,path,Noun,singular,path,,NaturalWikiText
@ 1 to be ported to Windows Phone 8 @,7,phone,Noun,singular,phone,,NaturalWikiText
= 2016 Russian Grand Prix =,3,grand,Noun,singular,grand,,NaturalWikiText
The Antarctic scallop is endemic to the waters surrounding Antarctica,8,surrounding,Noun,positive,surrounding,,NaturalWikiText
= = Growing the Cuban blogosphere = =,2,grow,Verb,base,growing,,NaturalWikiText
= = = Fall of Singapore = = =,3,fall,Noun,singular,fall,,NaturalWikiText
' s label N,2,label,Noun,singular,label,,NaturalWikiText
"〜 , "" My Most Precious Treasure ( Yui final ver",9,final,Noun,positive,final,,NaturalWikiText
Rumors of bankruptcy begin to surround Dunder Mifflin,3,begin,Verb,singular,begin,,NaturalWikiText
The Garden of Words,1,garden,Noun,base,garden,,NaturalWikiText
Winchester 's harder to find,4,find,Noun,singular,find,,NaturalWikiText
"Bobby Bare , Jr",0,bobby,Noun,singular,bobby,,NaturalWikiText
