Sentence,Target Index,Lemma,Category,Inflection Label,Word Form,Source Type
ceranae was always 100 % fatal,5,fatal,Noun,positive,fatal,NaturalWikiText
The Finnish historian T,2,historian,Noun,singular,historian,NaturalWikiText
Film historian Q,1,historian,Noun,singular,historian,NaturalWikiText
According to historian David H,2,historian,Noun,singular,historian,NaturalWikiText
Historian Stephen D,0,historian,Noun,singular,historian,NaturalWikiText
""" The historian of mathematics Roger L",2,historian,Noun,singular,historian,NaturalWikiText
Skinner about Mulder 's behavior,0,skinner,Noun,singular,skinner,NaturalWikiText
Skinner forbids Mulder from contacting Tooms,0,skinner,Noun,singular,skinner,NaturalWikiText
Skinner was from South Africa,0,skinner,Noun,singular,skinner,NaturalWikiText
= Skinner 's Room =,1,skinner,Noun,singular,skinner,NaturalWikiText
Skinner hailed from South Africa,0,skinner,Noun,singular,skinner,NaturalWikiText
Sun Tzu ( pinyin : Sun Zi ; c,0,sun,Noun,base,sun,NaturalWikiText
Sun Tzu : The Keeper of CEO 's Conscience ( 1997 ),0,sun,Noun,base,sun,NaturalWikiText
@ 8 AU ) from the Sun,6,sun,Noun,base,sun,NaturalWikiText
@ 387 AU from the Sun,5,sun,Noun,base,sun,NaturalWikiText
@ 5 AU of the Sun,5,sun,Noun,base,sun,NaturalWikiText
Sun Tzu ( pinyin : Sun Zi ; c,0,sun,Noun,singular,sun,NaturalWikiText
Sun Tzu : The Keeper of CEO 's Conscience ( 1997 ),0,sun,Noun,singular,sun,NaturalWikiText
@ 8 AU ) from the Sun,6,sun,Noun,singular,sun,NaturalWikiText
@ 387 AU from the Sun,5,sun,Noun,singular,sun,NaturalWikiText
@ 5 AU of the Sun,5,sun,Noun,singular,sun,NaturalWikiText
"Suddenly , they hear Greg 's screams from the cornfield",3,hear,Verb,base,hear,NaturalWikiText
You can hear me,2,hear,Verb,base,hear,NaturalWikiText
I couldn 't hear the piano myself,3,hear,Verb,base,hear,NaturalWikiText
""" ( Exodus 13 : 11 @-@ 16 ) ; "" Hear , O Israel",11,hear,Verb,base,hear,NaturalWikiText
I hear of persons haunted by ' Nevermore ',1,hear,Verb,base,hear,NaturalWikiText
"The green , paramagnetic Xe +",1,green,Verb,base,green,NaturalWikiText
""" Bein ' Green "" – Kermit the Frog",3,green,Verb,base,green,NaturalWikiText
""" The Green Magician "" , by L",2,green,Verb,base,green,NaturalWikiText
Wigs on the Green,3,green,Verb,base,green,NaturalWikiText
2 Dy ( s ) + 3 F2 ( g ) → 2 DyF3 ( s ) [ green ],18,green,Verb,base,green,NaturalWikiText
"The green , paramagnetic Xe +",1,green,Verb,positive,green,NaturalWikiText
""" Bein ' Green "" – Kermit the Frog",3,green,Verb,positive,green,NaturalWikiText
""" The Green Magician "" , by L",2,green,Verb,positive,green,NaturalWikiText
Wigs on the Green,3,green,Verb,positive,green,NaturalWikiText
2 Dy ( s ) + 3 F2 ( g ) → 2 DyF3 ( s ) [ green ],18,green,Verb,positive,green,NaturalWikiText
"The green , paramagnetic Xe +",1,green,Verb,singular,green,NaturalWikiText
""" Bein ' Green "" – Kermit the Frog",3,green,Verb,singular,green,NaturalWikiText
""" The Green Magician "" , by L",2,green,Verb,singular,green,NaturalWikiText
Wigs on the Green,3,green,Verb,singular,green,NaturalWikiText
2 Dy ( s ) + 3 F2 ( g ) → 2 DyF3 ( s ) [ green ],18,green,Verb,singular,green,NaturalWikiText
= = Scale of the sector = =,2,scale,Noun,base,scale,NaturalWikiText
= = = Fuld rarity scale = = =,5,scale,Noun,base,scale,NaturalWikiText
@ 1 on the Richter scale,5,scale,Noun,base,scale,NaturalWikiText
@ 2 on a scale of 4,4,scale,Noun,base,scale,NaturalWikiText
"@ 0 on the Richter scale on February 8 , 1900",5,scale,Noun,base,scale,NaturalWikiText
= = Scale of the sector = =,2,scale,Noun,singular,scale,NaturalWikiText
= = = Fuld rarity scale = = =,5,scale,Noun,singular,scale,NaturalWikiText
@ 1 on the Richter scale,5,scale,Noun,singular,scale,NaturalWikiText
@ 2 on a scale of 4,4,scale,Noun,singular,scale,NaturalWikiText
"@ 0 on the Richter scale on February 8 , 1900",5,scale,Noun,singular,scale,NaturalWikiText
"Australian ravens mostly eat faeces ( often from the lamb 's anus ) , afterbirth or stillborn lambs",3,eat,Verb,base,eat,NaturalWikiText
eat @-@ recently @-@ I / IND,0,eat,Verb,base,eat,NaturalWikiText
Both species eat primarily squid,2,eat,Verb,base,eat,NaturalWikiText
= Eat a Peach =,1,eat,Verb,base,eat,NaturalWikiText
They only need to eat 1 @,4,eat,Verb,base,eat,NaturalWikiText
"Australian ravens mostly eat faeces ( often from the lamb 's anus ) , afterbirth or stillborn lambs",3,eat,Verb,singular,eat,NaturalWikiText
eat @-@ recently @-@ I / IND,0,eat,Verb,singular,eat,NaturalWikiText
Both species eat primarily squid,2,eat,Verb,singular,eat,NaturalWikiText
= Eat a Peach =,1,eat,Verb,singular,eat,NaturalWikiText
They only need to eat 1 @,4,eat,Verb,singular,eat,NaturalWikiText
I liked the script very much,1,like,Verb,past,liked,NaturalWikiText
I liked Hendrix,1,like,Verb,past,liked,NaturalWikiText
You want your performance to be liked,6,like,Verb,past,liked,NaturalWikiText
= I Never Liked You =,3,like,Verb,past,liked,NaturalWikiText
Stanton also liked the imagery of stacked cubes of garbage,2,like,Verb,past,liked,NaturalWikiText
Sejm of the Duchy of Warsaw ( Polish : Sejm Księstwa Warszawskiego ) was the parliament of the Duchy of Warsaw,7,polish,Noun,base,polish,NaturalWikiText
"@ 6 % ) , Polish ( 7 @",5,polish,Noun,base,polish,NaturalWikiText
"@ 7 % ) , Polish ( 4 @",5,polish,Noun,base,polish,NaturalWikiText
The Polish casualties were particularly severe,1,polish,Noun,base,polish,NaturalWikiText
= = = Polish @-@ Lithuanian union = = =,3,polish,Noun,base,polish,NaturalWikiText
Sejm of the Duchy of Warsaw ( Polish : Sejm Księstwa Warszawskiego ) was the parliament of the Duchy of Warsaw,7,polish,Noun,singular,polish,NaturalWikiText
"@ 6 % ) , Polish ( 7 @",5,polish,Noun,singular,polish,NaturalWikiText
"@ 7 % ) , Polish ( 4 @",5,polish,Noun,singular,polish,NaturalWikiText
The Polish casualties were particularly severe,1,polish,Noun,singular,polish,NaturalWikiText
= = = Polish @-@ Lithuanian union = = =,3,polish,Noun,singular,polish,NaturalWikiText
They wore padded cotton armour to protect themselves,1,wear,Verb,past,wore,NaturalWikiText
Beyoncé wore shoes by Stuart Weitzman,1,wear,Verb,past,wore,NaturalWikiText
"Women commonly wore deerskin aprons , tule skirts , or shredded bark skirts",2,wear,Verb,past,wore,NaturalWikiText
They wore padded cotton armour to protect themselves,1,wear,Verb,past,wore,NaturalWikiText
"Moreover , Dunlap reportedly never wore a glove",5,wear,Verb,past,wore,NaturalWikiText
The squadron relocated to Garbutt on 20 February 1944,2,relocate,Verb,past,relocated,NaturalWikiText
/ ZG 76 was relocated to Stavanger / Forus,4,relocate,Verb,past,relocated,NaturalWikiText
Many industries relocated abroad,2,relocate,Verb,past,relocated,NaturalWikiText
"77 Squadron relocated to Pohang , South Korea , on 12 October 1950",2,relocate,Verb,past,relocated,NaturalWikiText
The seminary was relocated to New Brunswick,3,relocate,Verb,past,relocated,NaturalWikiText
= = = Financial payments to victims ' families = = =,6,victim,Noun,plural,victims,NaturalWikiText
Lovett bakes the victims into pies,3,victim,Noun,plural,victims,NaturalWikiText
"Only 1 @,@ 851 of the victims were non @-@ Jewish",6,victim,Noun,plural,victims,NaturalWikiText
= = = Rehabilitation of victims = = =,5,victim,Noun,plural,victims,NaturalWikiText
All the victims were classmates of Saari 's,2,victim,Noun,plural,victims,NaturalWikiText
"Jim Steinman – keyboards ( 1 , 2 , 6 ) , percussion ( 1 , 2 ) , "" lascivious effects "" ( 6 ) , dialogue intro ( 2 )",27,dialogue,Noun,base,dialogue,NaturalWikiText
Marcia McClain – dialogue intro ( 2 ),3,dialogue,Noun,base,dialogue,NaturalWikiText
= = Maitreyi @-@ Yajnavalkya dialogue = =,5,dialogue,Noun,base,dialogue,NaturalWikiText
The Prostitution papers : A Candid Dialogue,6,dialogue,Noun,base,dialogue,NaturalWikiText
@ elimination of some dialogue,4,dialogue,Noun,base,dialogue,NaturalWikiText
"Jim Steinman – keyboards ( 1 , 2 , 6 ) , percussion ( 1 , 2 ) , "" lascivious effects "" ( 6 ) , dialogue intro ( 2 )",27,dialogue,Noun,singular,dialogue,NaturalWikiText
Marcia McClain – dialogue intro ( 2 ),3,dialogue,Noun,singular,dialogue,NaturalWikiText
= = Maitreyi @-@ Yajnavalkya dialogue = =,5,dialogue,Noun,singular,dialogue,NaturalWikiText
The Prostitution papers : A Candid Dialogue,6,dialogue,Noun,singular,dialogue,NaturalWikiText
@ elimination of some dialogue,4,dialogue,Noun,singular,dialogue,NaturalWikiText
""" paper @-@ scissors @-@ stone "" )",5,stone,Noun,base,stone,NaturalWikiText
Klein of Stone & Webster,2,stone,Noun,base,stone,NaturalWikiText
The preservation of the stone is remarkable,4,stone,Noun,base,stone,NaturalWikiText
= Charles Pomeroy Stone =,3,stone,Noun,base,stone,NaturalWikiText
"On October 20 , 1861 , Stone was ordered by Maj",6,stone,Noun,base,stone,NaturalWikiText
""" paper @-@ scissors @-@ stone "" )",5,stone,Noun,singular,stone,NaturalWikiText
Klein of Stone & Webster,2,stone,Noun,singular,stone,NaturalWikiText
The preservation of the stone is remarkable,4,stone,Noun,singular,stone,NaturalWikiText
= Charles Pomeroy Stone =,3,stone,Noun,singular,stone,NaturalWikiText
"On October 20 , 1861 , Stone was ordered by Maj",6,stone,Noun,singular,stone,NaturalWikiText
""" paper @-@ scissors @-@ stone "" )",5,stone,Noun,positive,stone,NaturalWikiText
Klein of Stone & Webster,2,stone,Noun,positive,stone,NaturalWikiText
The preservation of the stone is remarkable,4,stone,Noun,positive,stone,NaturalWikiText
= Charles Pomeroy Stone =,3,stone,Noun,positive,stone,NaturalWikiText
"On October 20 , 1861 , Stone was ordered by Maj",6,stone,Noun,positive,stone,NaturalWikiText
These missions were officially denied by the U,4,deny,Verb,past,denied,NaturalWikiText
Schakowsky denied involvement,1,deny,Verb,past,denied,NaturalWikiText
denied any wrongdoing,0,deny,Verb,past,denied,NaturalWikiText
Certain characters were denied by Tatsunoko Production without explanation to Capcom,3,deny,Verb,past,denied,NaturalWikiText
Both appeals were denied,3,deny,Verb,past,denied,NaturalWikiText
""" Independent 68 ( June 2 , 1910 ) : 1202 – 10",1,independent,Noun,singular,independent,NaturalWikiText
""" Independent 85 ( January 10 , 1916 ) : 54 – 56",1,independent,Noun,singular,independent,NaturalWikiText
""" Independent 86 ( June 5 , 1916 ) : 377 – 378",1,independent,Noun,singular,independent,NaturalWikiText
"Lester Ludwig ( Independent ) , activist",3,independent,Noun,singular,independent,NaturalWikiText
= = = Ubiquitin @-@ independent degradation = = =,5,independent,Noun,singular,independent,NaturalWikiText
""" Independent 68 ( June 2 , 1910 ) : 1202 – 10",1,independent,Noun,positive,independent,NaturalWikiText
""" Independent 85 ( January 10 , 1916 ) : 54 – 56",1,independent,Noun,positive,independent,NaturalWikiText
""" Independent 86 ( June 5 , 1916 ) : 377 – 378",1,independent,Noun,positive,independent,NaturalWikiText
"Lester Ludwig ( Independent ) , activist",3,independent,Noun,positive,independent,NaturalWikiText
= = = Ubiquitin @-@ independent degradation = = =,5,independent,Noun,positive,independent,NaturalWikiText
A private collection of silver coins minted by Domitian,1,private,Noun,singular,private,NaturalWikiText
Private Dancer ( 1984 ),0,private,Noun,singular,private,NaturalWikiText
Kenya Airways is currently a public @-@ private partnership,7,private,Noun,singular,private,NaturalWikiText
Private Francis E,0,private,Noun,singular,private,NaturalWikiText
= = = = = Private sector participation = = = = =,5,private,Noun,singular,private,NaturalWikiText
A private collection of silver coins minted by Domitian,1,private,Noun,positive,private,NaturalWikiText
Private Dancer ( 1984 ),0,private,Noun,positive,private,NaturalWikiText
Kenya Airways is currently a public @-@ private partnership,7,private,Noun,positive,private,NaturalWikiText
Private Francis E,0,private,Noun,positive,private,NaturalWikiText
= = = = = Private sector participation = = = = =,5,private,Noun,positive,private,NaturalWikiText
""" Marry You "" - 3 : 50",1,marry,Verb,base,marry,NaturalWikiText
limitations on a child 's ability to marry without parental consent ),7,marry,Verb,base,marry,NaturalWikiText
They marry anyway,1,marry,Verb,base,marry,NaturalWikiText
I ’ ll [ Clemencia ] never marry,7,marry,Verb,base,marry,NaturalWikiText
Azhagusundaram allows Rahul to marry Meena,4,marry,Verb,base,marry,NaturalWikiText
"@ 0002 , instead of the intended − 1 @",6,intended,Noun,singular,intended,NaturalWikiText
Ironside was intended to amplify these concerns,2,intended,Noun,singular,intended,NaturalWikiText
Kojima also intended for P,2,intended,Noun,singular,intended,NaturalWikiText
By 1 January 1953 Stalingrad was intended to be 42 @,6,intended,Noun,singular,intended,NaturalWikiText
@ 2 per cent of their intended displacement,6,intended,Noun,singular,intended,NaturalWikiText
"@ 0002 , instead of the intended − 1 @",6,intended,Noun,positive,intended,NaturalWikiText
Ironside was intended to amplify these concerns,2,intended,Noun,positive,intended,NaturalWikiText
Kojima also intended for P,2,intended,Noun,positive,intended,NaturalWikiText
By 1 January 1953 Stalingrad was intended to be 42 @,6,intended,Noun,positive,intended,NaturalWikiText
@ 2 per cent of their intended displacement,6,intended,Noun,positive,intended,NaturalWikiText
= = Calling the assembly = =,2,calling,Noun,singular,calling,NaturalWikiText
A traveling dentist calling himself Dr,3,calling,Noun,singular,calling,NaturalWikiText
""" GameSpot reacted similarly , calling F",5,calling,Noun,singular,calling,NaturalWikiText
= = Calling the assembly = =,2,calling,Noun,singular,calling,NaturalWikiText
"Much to everyone 's amazement though , Makoto awakens to the power of Persona , calling forth Orpheus",15,calling,Noun,singular,calling,NaturalWikiText
= = Calling the assembly = =,2,call,Noun,base,calling,NaturalWikiText
A traveling dentist calling himself Dr,3,call,Noun,base,calling,NaturalWikiText
""" GameSpot reacted similarly , calling F",5,call,Noun,base,calling,NaturalWikiText
= = Calling the assembly = =,2,call,Noun,base,calling,NaturalWikiText
"Much to everyone 's amazement though , Makoto awakens to the power of Persona , calling forth Orpheus",15,call,Noun,base,calling,NaturalWikiText
@ 9 cm ) deep,4,deep,Adjective,positive,deep,NaturalWikiText
@ 9 ft ) deep,4,deep,Adjective,positive,deep,NaturalWikiText
@ 2 ft ) deep,4,deep,Adjective,positive,deep,NaturalWikiText
Simply Deep ( 2002 ),1,deep,Adjective,positive,deep,NaturalWikiText
= = = Deep Depression Fourteen = = =,3,deep,Adjective,positive,deep,NaturalWikiText
@ 9 cm ) deep,4,deep,Adjective,singular,deep,NaturalWikiText
@ 9 ft ) deep,4,deep,Adjective,singular,deep,NaturalWikiText
@ 2 ft ) deep,4,deep,Adjective,singular,deep,NaturalWikiText
Simply Deep ( 2002 ),1,deep,Adjective,singular,deep,NaturalWikiText
= = = Deep Depression Fourteen = = =,3,deep,Adjective,singular,deep,NaturalWikiText
= = Attacks on Orsogna = =,2,attack,Noun,plural,attacks,NaturalWikiText
= = = Previous ARVN attacks = = =,5,attack,Noun,plural,attacks,NaturalWikiText
= September 11 attacks =,3,attack,Noun,plural,attacks,NaturalWikiText
= = = Intelligence before the attacks = = =,6,attack,Noun,plural,attacks,NaturalWikiText
The September 11 attacks also led to the U,3,attack,Noun,plural,attacks,NaturalWikiText
= = Attacks on Orsogna = =,2,attack,Noun,base,attacks,NaturalWikiText
= = = Previous ARVN attacks = = =,5,attack,Noun,base,attacks,NaturalWikiText
= September 11 attacks =,3,attack,Noun,base,attacks,NaturalWikiText
= = = Intelligence before the attacks = = =,6,attack,Noun,base,attacks,NaturalWikiText
The September 11 attacks also led to the U,3,attack,Noun,base,attacks,NaturalWikiText
"Primary winding : RP , XP",0,primary,Noun,base,primary,NaturalWikiText
", is now the primary inventive genius of the family",4,primary,Noun,base,primary,NaturalWikiText
"However , the primary product of glycogen breakdown is glucose @-@ 1 @-@ phosphate",3,primary,Noun,base,primary,NaturalWikiText
The DualShock 4 is the PlayStation 4 's primary controller,8,primary,Noun,base,primary,NaturalWikiText
"Feb 1 New Hampshire primary : McCain 115 @,@ 606 ( 48 @",4,primary,Noun,base,primary,NaturalWikiText
"Primary winding : RP , XP",0,primary,Noun,singular,primary,NaturalWikiText
", is now the primary inventive genius of the family",4,primary,Noun,singular,primary,NaturalWikiText
"However , the primary product of glycogen breakdown is glucose @-@ 1 @-@ phosphate",3,primary,Noun,singular,primary,NaturalWikiText
The DualShock 4 is the PlayStation 4 's primary controller,8,primary,Noun,singular,primary,NaturalWikiText
"Feb 1 New Hampshire primary : McCain 115 @,@ 606 ( 48 @",4,primary,Noun,singular,primary,NaturalWikiText
"Primary winding : RP , XP",0,primary,Noun,positive,primary,NaturalWikiText
", is now the primary inventive genius of the family",4,primary,Noun,positive,primary,NaturalWikiText
"However , the primary product of glycogen breakdown is glucose @-@ 1 @-@ phosphate",3,primary,Noun,positive,primary,NaturalWikiText
The DualShock 4 is the PlayStation 4 's primary controller,8,primary,Noun,positive,primary,NaturalWikiText
"Feb 1 New Hampshire primary : McCain 115 @,@ 606 ( 48 @",4,primary,Noun,positive,primary,NaturalWikiText
The engagement led to a successful NATO peacekeeping effort,8,effort,Noun,base,effort,NaturalWikiText
effort to rebuild Iraq,0,effort,Noun,base,effort,NaturalWikiText
The effort was successful,1,effort,Noun,base,effort,NaturalWikiText
The subsequent effort by the U,2,effort,Noun,base,effort,NaturalWikiText
Sneddon again led the effort to prosecute Jackson,4,effort,Noun,base,effort,NaturalWikiText
The engagement led to a successful NATO peacekeeping effort,8,effort,Noun,singular,effort,NaturalWikiText
effort to rebuild Iraq,0,effort,Noun,singular,effort,NaturalWikiText
The effort was successful,1,effort,Noun,singular,effort,NaturalWikiText
The subsequent effort by the U,2,effort,Noun,singular,effort,NaturalWikiText
Sneddon again led the effort to prosecute Jackson,4,effort,Noun,singular,effort,NaturalWikiText
""" These boys were drawn to the G",4,draw,Verb,past,drawn,NaturalWikiText
"The filmmaker was drawn to the contrast of "" engagement versus disengagement",3,draw,Verb,past,drawn,NaturalWikiText
= = Manufacturers drawn to Indiana = =,3,draw,Verb,past,drawn,NaturalWikiText
"Octagonecologyst was drawn by Brian "" Pushead "" Schroeder",2,draw,Verb,past,drawn,NaturalWikiText
""" Donna & Blitzen "" ( Badly Drawn Boy ) , performed by Badly Drawn Boy – 3 : 29",7,draw,Verb,past,drawn,NaturalWikiText
The Revenge of Moriarty ( 1975 ),1,revenge,Noun,base,revenge,NaturalWikiText
= Jaws : The Revenge =,4,revenge,Noun,base,revenge,NaturalWikiText
Ziva 's determination for revenge,4,revenge,Noun,base,revenge,NaturalWikiText
= The Revenge ( Seinfeld ) =,2,revenge,Noun,base,revenge,NaturalWikiText
The revenge is very satisfying,1,revenge,Noun,base,revenge,NaturalWikiText
The Revenge of Moriarty ( 1975 ),1,revenge,Noun,singular,revenge,NaturalWikiText
= Jaws : The Revenge =,4,revenge,Noun,singular,revenge,NaturalWikiText
Ziva 's determination for revenge,4,revenge,Noun,singular,revenge,NaturalWikiText
= The Revenge ( Seinfeld ) =,2,revenge,Noun,singular,revenge,NaturalWikiText
The revenge is very satisfying,1,revenge,Noun,singular,revenge,NaturalWikiText
= Crimes Act of 1790 =,1,crime,Noun,base,crimes,NaturalWikiText
Crimes against persons,0,crime,Noun,base,crimes,NaturalWikiText
is indicted for any crimes,4,crime,Noun,base,crimes,NaturalWikiText
Sci @-@ Fi Crimes ( 2009 ),3,crime,Noun,base,crimes,NaturalWikiText
"Crimes Act of 1790 , § 8",0,crime,Noun,base,crimes,NaturalWikiText
= = = Devin Townsend Project ( 2008 – 2012 ) = = =,5,project,Noun,base,project,NaturalWikiText
The project is headed by William R,1,project,Noun,base,project,NaturalWikiText
= = Gaseous diffusion project = =,4,project,Noun,base,project,NaturalWikiText
Jaycen Joshua appears on behalf of the Penua Project / Innersound Management,8,project,Noun,base,project,NaturalWikiText
Modernist Journals Project,2,project,Noun,base,project,NaturalWikiText
= = = Devin Townsend Project ( 2008 – 2012 ) = = =,5,project,Noun,singular,project,NaturalWikiText
The project is headed by William R,1,project,Noun,singular,project,NaturalWikiText
= = Gaseous diffusion project = =,4,project,Noun,singular,project,NaturalWikiText
Jaycen Joshua appears on behalf of the Penua Project / Innersound Management,8,project,Noun,singular,project,NaturalWikiText
Modernist Journals Project,2,project,Noun,singular,project,NaturalWikiText
@ 4 million visitors,3,visitor,Noun,plural,visitors,NaturalWikiText
@ 5 million visitors annually,3,visitor,Noun,plural,visitors,NaturalWikiText
These performances attract visitors from throughout the region,3,visitor,Noun,plural,visitors,NaturalWikiText
@ 51 million visitors,3,visitor,Noun,plural,visitors,NaturalWikiText
@ 6 million visitors,3,visitor,Noun,plural,visitors,NaturalWikiText
The pastoral Fulbe expanded their herds to meet the demand for hides,7,meet,Verb,base,meet,NaturalWikiText
"On 2 November , the Australian cruiser sailed to meet Zealandia off Albany",9,meet,Verb,base,meet,NaturalWikiText
Then I never expected to meet Toscanini,5,meet,Verb,base,meet,NaturalWikiText
@ 64 km ) until they meet US 52,6,meet,Verb,base,meet,NaturalWikiText
= Meet the Quagmires =,1,meet,Verb,base,meet,NaturalWikiText
The pastoral Fulbe expanded their herds to meet the demand for hides,7,meet,Verb,positive,meet,NaturalWikiText
"On 2 November , the Australian cruiser sailed to meet Zealandia off Albany",9,meet,Verb,positive,meet,NaturalWikiText
Then I never expected to meet Toscanini,5,meet,Verb,positive,meet,NaturalWikiText
@ 64 km ) until they meet US 52,6,meet,Verb,positive,meet,NaturalWikiText
= Meet the Quagmires =,1,meet,Verb,positive,meet,NaturalWikiText
The pastoral Fulbe expanded their herds to meet the demand for hides,7,meet,Verb,singular,meet,NaturalWikiText
"On 2 November , the Australian cruiser sailed to meet Zealandia off Albany",9,meet,Verb,singular,meet,NaturalWikiText
Then I never expected to meet Toscanini,5,meet,Verb,singular,meet,NaturalWikiText
@ 64 km ) until they meet US 52,6,meet,Verb,singular,meet,NaturalWikiText
= Meet the Quagmires =,1,meet,Verb,singular,meet,NaturalWikiText
The twelve 10 @,1,twelve,Noun,singular,twelve,NaturalWikiText
Twelve 47 mm ( 1 @,0,twelve,Noun,singular,twelve,NaturalWikiText
According to my intention ye shall be twelve apostles for a testimony unto Israel ',7,twelve,Noun,singular,twelve,NaturalWikiText
Twelve 75 @-@ millimeter ( 3 @,0,twelve,Noun,singular,twelve,NaturalWikiText
"Hunter , the President of the Quorum of the Twelve Apostles",9,twelve,Noun,singular,twelve,NaturalWikiText
He was the running mate of Dwight D,4,mate,Noun,base,mate,NaturalWikiText
Olive baboons tend to mate promiscuously,4,mate,Noun,base,mate,NaturalWikiText
Qd1 Nd3 mate,2,mate,Noun,base,mate,NaturalWikiText
"James Barnum , Boatswain 's Mate , U",5,mate,Noun,base,mate,NaturalWikiText
Navy photographer 's mate Arthur W,3,mate,Noun,base,mate,NaturalWikiText
He was the running mate of Dwight D,4,mate,Noun,singular,mate,NaturalWikiText
Olive baboons tend to mate promiscuously,4,mate,Noun,singular,mate,NaturalWikiText
Qd1 Nd3 mate,2,mate,Noun,singular,mate,NaturalWikiText
"James Barnum , Boatswain 's Mate , U",5,mate,Noun,singular,mate,NaturalWikiText
Navy photographer 's mate Arthur W,3,mate,Noun,singular,mate,NaturalWikiText
""" Wishful Thinking "" ( Tweedy , Glenn Kotche ) – 4 : 41",2,thinke,Verb,base,thinking,NaturalWikiText
Thinking of You ( 2013 ) IRE # 16,0,thinke,Verb,base,thinking,NaturalWikiText
"I play rhythms from thinking melodically """,4,thinke,Verb,base,thinking,NaturalWikiText
Thinking about Yugoslavia,0,thinke,Verb,base,thinking,NaturalWikiText
Military thinking shifted rapidly,1,thinke,Verb,base,thinking,NaturalWikiText
""" Wishful Thinking "" ( Tweedy , Glenn Kotche ) – 4 : 41",2,think,Verb,base,thinking,NaturalWikiText
Thinking of You ( 2013 ) IRE # 16,0,think,Verb,base,thinking,NaturalWikiText
"I play rhythms from thinking melodically """,4,think,Verb,base,thinking,NaturalWikiText
Thinking about Yugoslavia,0,think,Verb,base,thinking,NaturalWikiText
Military thinking shifted rapidly,1,think,Verb,base,thinking,NaturalWikiText
= Charles Eaton ( RAAF officer ) =,5,officer,Noun,base,officer,NaturalWikiText
"Portrayed by Garrett Wang , he is the Operations Officer aboard the Starfleet starship USS Voyager",9,officer,Noun,base,officer,NaturalWikiText
Officer of the Chilean Order of Merit ( 1916 ),0,officer,Noun,base,officer,NaturalWikiText
Navy officer L,1,officer,Noun,base,officer,NaturalWikiText
Officer Juan Bruno González ( suspended ),0,officer,Noun,base,officer,NaturalWikiText
= Charles Eaton ( RAAF officer ) =,5,officer,Noun,singular,officer,NaturalWikiText
"Portrayed by Garrett Wang , he is the Operations Officer aboard the Starfleet starship USS Voyager",9,officer,Noun,singular,officer,NaturalWikiText
Officer of the Chilean Order of Merit ( 1916 ),0,officer,Noun,singular,officer,NaturalWikiText
Navy officer L,1,officer,Noun,singular,officer,NaturalWikiText
Officer Juan Bruno González ( suspended ),0,officer,Noun,singular,officer,NaturalWikiText
= = = Lobengula 's embassy = = =,5,embassy,Noun,singular,embassy,NaturalWikiText
= = = Embassy for Extraterrestrials = = =,3,embassy,Noun,singular,embassy,NaturalWikiText
= = = Embassy for Extraterrestrials = = =,3,embassy,Noun,singular,embassy,NaturalWikiText
"embassy bombings , U",0,embassy,Noun,singular,embassy,NaturalWikiText
The Embassy Tapes ( Dischord ) ( 2000 ),1,embassy,Noun,singular,embassy,NaturalWikiText
Cherokee Falls is 0 @,1,fall,Noun,base,falls,NaturalWikiText
The timing falls off,2,fall,Noun,base,falls,NaturalWikiText
The roar of the falls reverberates against their rocky confines,4,fall,Noun,base,falls,NaturalWikiText
"Youngstown also falls within the Appalachian Ohio region , among the foothills of the Appalachian Mountains",2,fall,Noun,base,falls,NaturalWikiText
Eventually Eva falls terminally ill,2,fall,Noun,base,falls,NaturalWikiText
@ 6 / 9 rating,4,rate,Noun,base,rating,NaturalWikiText
@ 9 / 5 rating,4,rate,Noun,base,rating,NaturalWikiText
""" Rating the film 3 @",1,rate,Noun,base,rating,NaturalWikiText
@ 2 18 @-@ 49 rating,5,rate,Noun,base,rating,NaturalWikiText
@ 6 Nielsen rating,3,rate,Noun,base,rating,NaturalWikiText
@ 6 / 9 rating,4,rating,Noun,singular,rating,NaturalWikiText
@ 9 / 5 rating,4,rating,Noun,singular,rating,NaturalWikiText
""" Rating the film 3 @",1,rating,Noun,singular,rating,NaturalWikiText
@ 2 18 @-@ 49 rating,5,rating,Noun,singular,rating,NaturalWikiText
@ 6 Nielsen rating,3,rating,Noun,singular,rating,NaturalWikiText
According to the Australian Bureau of Statistics 71 @,6,statistic,Noun,plural,statistics,NaturalWikiText
Statistics from the U,0,statistic,Noun,plural,statistics,NaturalWikiText
= = = NCAA Division I statistics = = =,6,statistic,Noun,plural,statistics,NaturalWikiText
= = = Bose – Einstein statistics = = =,6,statistic,Noun,plural,statistics,NaturalWikiText
Machida Zelvia statistics unavailable,2,statistic,Noun,plural,statistics,NaturalWikiText
= Winter Is Coming =,3,come,Verb,base,coming,NaturalWikiText
= = = A coming judgment = = =,4,come,Verb,base,coming,NaturalWikiText
The Coming Oil Crisis,1,come,Verb,base,coming,NaturalWikiText
"Hubbard to the coming generations """,3,come,Verb,base,coming,NaturalWikiText
= = = A coming judgement = = =,4,come,Verb,base,coming,NaturalWikiText
= Winter Is Coming =,3,coming,Noun,singular,coming,NaturalWikiText
= = = A coming judgment = = =,4,coming,Noun,singular,coming,NaturalWikiText
The Coming Oil Crisis,1,coming,Noun,singular,coming,NaturalWikiText
"Hubbard to the coming generations """,3,coming,Noun,singular,coming,NaturalWikiText
